"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acqured"
"24470032","1999627","1087","0.0","8","1","0.0","0.0","0.0","","2021"
"24474124","1999628","1005","8.170625","","49","","","","",""
"24474123","1999628","1003","2.414375","","49","1.6875","3.5625","2.28125","",""
"24469925","1999628","1175","0.1593","8","1","0.112","0.209","0.1605","","2021"
"24469931","1999628","1004","0.195","8","1","0.1","0.28","0.19","","2021"
"24469907","1999628","1093","0.9363","8","1","0.0","4.62","0.0","","2021"
"24469910","1999628","1095","0.7641","8","1","0.535","0.976","0.742","","2021"
"24469933","1999628","1087","0.7663","8","1","0.0","3.32","0.0","","2021"
"24469901","1999628","1089","0.1443","8","1","0.0","0.423","0.0","","2021"
"24474131","1999629","1005","4.079375","","49","","","","",""
"24474130","1999629","1003","2.890625","","49","2.125","3.5625","2.90625","",""
"24469943","1999629","1095","0.511","6","1","0.353","0.705","0.5195","","2021"
"24469966","1999629","1087","5.465","6","1","0.0","23.1","3.1","","2021"
"24469958","1999629","1175","0.07683","6","1","0.067","0.102","0.074","","2021"
"24469934","1999629","1089","0.2267","6","1","0.0","0.467","0.28","","2021"
"24469940","1999629","1093","6.443","6","1","3.58","10.0","6.09","","2021"
"24469964","1999629","1004","0.3708","6","1","0.29","0.445","0.36","","2021"
"24474139","1999630","1106","58.2","","49","","","","",""
"24474138","1999630","1005","1.293125","","49","","","","",""
"24474137","1999630","1003","3.546875","","49","3.0","4.6875","3.46875","",""
"24469778","1999630","1004","2.125","8","1","1.86","2.695","2.115","","2020"
"24469706","1999630","1095","0.3118","13","1","0.273","0.3877","0.294","","2020"
"24469700","1999630","1087","101.0","13","1","11.2","160.0","123.0","","2020"
"24469696","1999630","1079","0.0","8","1","0.0","0.0","0.0","","2020"
"24469714","1999630","1109","0.1557","8","1","0.0","0.5971","0.0888","","2020"
"24469741","1999630","1178","0.3931","10","1","0.0","1.278","0.0","","2020"
"24469701","1999630","1089","0.5416","13","1","0.431","0.6913","0.55","","2020"
"24469705","1999630","1093","34.28","13","1","0.5783","58.5","31.9","","2020"
"24469738","1999630","1175","0.05525","8","1","0.03","0.075","0.054","","2020"
"24474166","1999631","1106","41.4","","49","","","","",""
"24474165","1999631","1005","0.3371125","","49","","","","",""
"24474164","1999631","1003","0.5546875","","49","0.4375","0.6875","0.53125","",""
"24469881","1999631","1004","1.221","8","1","1.03","1.6","1.155","","2020"
"24469842","1999631","1109","3.323","14","1","0.0","8.226","3.286","","2020"
"24469835","1999631","1095","0.1718","14","1","0.05","0.851","0.07145","","2020"
"24469829","1999631","1087","172.7","14","1","7.477","289.0","205.0","","2020"
"24469827","1999631","1079","0.0","8","1","0.0","0.0","0.0","","2020"
"24469863","1999631","1178","0.3375","10","1","0.0","1.216","0.0","","2020"
"24469834","1999631","1093","59.58","14","1","44.1","77.4","57.39","","2020"
"24469860","1999631","1175","0.0","8","1","0.0","0.0","0.0","","2020"
"24469830","1999631","1089","0.2899","14","1","0.0688","0.46","0.3275","","2020"
"24474190","1999632","1106","283","","49","","","","",""
"24474189","1999632","1005","2.406325","","49","","","","",""
"24474188","1999632","1003","2.851875","","49","2.5","3.375","2.6875","",""
"24470069","1999632","1095","0.4471","8","1","0.319","0.597","0.433","","2020"
"24470091","1999632","1004","0.6188","8","1","0.54","0.73","0.605","","2020"
"24470095","1999632","1087","68.35","8","1","48.2","92.1","70.4","","2020"
"24470064","1999632","1089","1.261","8","1","1.02","1.6","1.235","","2020"
"24470094","1999632","1079","1.558","8","1","1.2","2.13","1.5","","2020"
"24470081","1999632","1175","0.1946","8","1","0.146","0.252","0.1973","","2020"
"24470068","1999632","1093","111.4","8","1","55.4","224.0","92.35","","2020"
"24470072","1999632","1162","26.52","8","1","9.87","54.7","26.35","","2020"
"24474198","1999633","1106","306","","49","","","","",""
"24474197","1999633","1005","2.64135","","49","","","","",""
"24474196","1999633","1003","2.90625","","49","2.5","3.4375","2.75","",""
"24470126","1999633","1079","1.588","8","1","1.38","1.83","1.595","","2020"
"24470101","1999633","1095","0.4229","8","1","0.169","0.818","0.2898","","2020"
"24470096","1999633","1089","1.054","8","1","0.63","1.62","1.002","","2020"
"24470103","1999633","1162","30.27","8","1","17.05","44.2","32.22","","2020"
"24470123","1999633","1004","0.6044","8","1","0.48","0.78","0.61","","2020"
"24470113","1999633","1175","0.2143","8","1","0.171","0.241","0.2295","","2020"
"24470127","1999633","1087","66.64","8","1","47.3","89.2","65.3","","2020"
"24470100","1999633","1093","106.6","8","1","0.0","182.0","115.0","","2020"
"24474206","1999634","1106","23.9","","49","","","","",""
"24474205","1999634","1005","3.837475","","49","","","","",""
"24474204","1999634","1003","0.695625","","49","0.5625","0.875","0.65625","",""
"24470059","1999634","1004","0.425","8","1","0.14","0.8","0.395","","2020"
"24470037","1999634","1093","0.0","8","1","0.0","0.0","0.0","","2020"
"24470049","1999634","1175","0.07894","8","1","0.056","0.102","0.076","","2020"
"24470062","1999634","1079","0.9706","8","1","0.76","1.24","0.9325","","2020"
"24470038","1999634","1095","0.08245","8","1","0.0494","0.129","0.08085","","2020"
"24470033","1999634","1089","0.1031","8","1","0.0","0.825","0.0","","2020"
"24470041","1999634","1162","17.75","8","1","12.3","25.9","16.55","","2020"
"24470063","1999634","1087","9.963","8","1","7.26","13.2","10.07","","2020"
"24474213","2003586","1005","74.4462","","49","","","","",""
"24474212","2003586","1003","11.4","","49","10.125","12.75","11.25","",""
"24474067","2003586","1089","0.9863","8","1","0.483","1.26","1.013","","2021"
"24474083","2003586","1079","2.656","8","1","2.28","3.1","2.69","","2021"
"24474075","2003586","1004","1.52","8","1","1.15","2.19","1.49","","2021"
"24474087","2003586","1087","18.68","8","1","15.3","23.0","18.8","","2021"
"24474072","2003586","1095","0.791","8","1","0.472","1.07","0.7525","","2021"
"24474084","2003586","1175","0.05513","8","1","0.024","0.066","0.057","","2021"
"24474071","2003586","1093","0.0","8","1","0.0","0.0","0.0","","2021"
"24474219","2003587","1005","70.723","","49","","","","",""
"24474218","2003587","1003","14.475","","49","11.78125","16.6875","14.75","",""
"24474105","2003587","1175","0.2355","8","1","0.147","0.31","0.231","","2021"
"24474096","2003587","1004","2.543","8","1","2.08","3.16","2.515","","2021"
"24474104","2003587","1079","9.339","8","1","4.53","13.69","9.965","","2021"
"24474088","2003587","1089","3.769","8","1","3.23","4.19","3.728","","2021"
"24474092","2003587","1093","0.0","8","1","0.0","0.0","0.0","","2021"
"24474108","2003587","1087","30.04","8","1","19.8","48.9","27.8","","2021"
"24474093","2003587","1095","3.591","8","1","1.81","4.68","3.84","","2021"
"24474225","2003588","1005","73.82345","","49","","","","",""
"24474224","2003588","1003","11.73125","","49","9.25","15.0","10.96875","",""
"24474041","2003588","1079","3.216","6","1","2.5","4.04","3.085","","2021"
"24474042","2003588","1175","0.08283","6","1","0.041","0.128","0.0765","","2021"
"24474025","2003588","1089","1.547","6","1","0.507","3.375","0.7945","","2021"
"24474033","2003588","1004","1.597","6","1","1.27","2.08","1.44","","2021"
"24474029","2003588","1093","0.0","6","1","0.0","0.0","0.0","","2021"
"24474045","2003588","1087","17.16","6","1","15.6","18.8","17.23","","2021"
"24474030","2003588","1095","0.947","6","1","0.593","1.33","0.915","","2021"
"24474231","2003589","1005","71.98575","","49","","","","",""
"24474230","2003589","1003","13.33125","","49","11.4375","14.5625","13.5","",""
"24474046","2003589","1089","2.431","8","1","0.605","4.64","2.305","","2021"
"24474066","2003589","1087","19.76","8","1","16.3","28.9","18.85","","2021"
"24474050","2003589","1093","0.4263","8","1","0.0","3.41","0.0","","2021"
"24474063","2003589","1175","0.1082","8","1","0.061","0.138","0.1143","","2021"
"24474054","2003589","1004","1.838","8","1","1.54","2.03","1.875","","2021"
"24474062","2003589","1079","3.683","8","1","2.87","4.155","3.745","","2021"
"24474051","2003589","1095","1.24","8","1","0.586","2.21","1.2","","2021"
"24474237","2003590","1005","11.3639625","","49","","","","",""
"24474236","2003590","1003","0.0859375","","49","0.0","0.1875","0.125","",""
"24473988","2003590","1004","0.2863","8","1","0.17","0.64","0.21","","2021"
"24473969","2003590","1089","0.04016","8","1","0.0","0.08215","0.05525","","2021"
"24473984","2003590","1175","0.01388","8","1","0.0","0.02","0.015","","2021"
"24473974","2003590","1095","0.002125","8","1","0.0","0.017","0.0","","2021"
"24473996","2003590","1087","7.099","8","1","4.83","10.4","5.99","","2021"
"24473977","2003590","1162","51.16","8","1","21.1","89.6","44.5","","2021"
"24473973","2003590","1093","4.872","8","1","1.985","8.46","4.55","","2021"
"24474244","2003591","1005","10.340625","","49","","","","",""
"24474243","2003591","1003","0.734375","","49","0.5625","0.8125","0.75","",""
"24474002","2003591","1095","0.03189","8","1","0.0241","0.0399","0.0307","","2021"
"24474001","2003591","1093","5.231","8","1","0.0","12.0","3.29","","2021"
"24474024","2003591","1087","12.81","8","1","10.9","14.7","12.45","","2021"
"24473997","2003591","1089","0.06458","8","1","0.0","0.114","0.078","","2021"
"24474016","2003591","1004","0.325","8","1","0.12","0.89","0.235","","2021"
"24474012","2003591","1175","0.04288","8","1","0.034","0.051","0.0435","","2021"
"24474005","2003591","1162","26.89","8","1","15.9","38.4","24.35","","2021"
"24474251","2003592","1005","15.6227875","","49","","","","",""
"24474250","2003592","1003","0.2578125","","49","0.1875","0.3125","0.25","",""
"24473918","2003592","1095","0.0571","8","1","0.0385","0.0806","0.0538","","2021"
"24473928","2003592","1175","0.03869","8","1","0.025","0.049","0.039","","2021"
"24473917","2003592","1093","4.019","8","1","1.38","6.21","4.085","","2021"
"24473921","2003592","1162","45.61","8","1","25.45","79.1","40.95","","2021"
"24473940","2003592","1087","9.741","8","1","6.99","11.3","10.03","","2021"
"24473913","2003592","1089","0.04092","8","1","0.0","0.114","0.0339","","2021"
"24473932","2003592","1004","0.2875","8","1","0.21","0.51","0.25","","2021"
"24474258","2003593","1005","15.84375","","49","","","","",""
"24474257","2003593","1003","0.09375","","49","0.0","0.375","0.0625","",""
"24473945","2003593","1093","7.188","8","1","4.09","9.43","7.48","","2021"
"24473941","2003593","1089","0.1191","8","1","0.0659","0.166","0.1285","","2021"
"24473956","2003593","1175","0.01413","8","1","0.0","0.029","0.015","","2021"
"24473960","2003593","1004","0.265","8","1","0.15","0.46","0.225","","2021"
"24473946","2003593","1095","0.01773","8","1","0.0","0.049","0.0143","","2021"
"24473949","2003593","1162","55.25","8","1","21.2","148.0","41.65","","2021"
"24473968","2003593","1087","7.318","8","1","3.96","11.5","7.385","","2021"
"24474265","2003594","1005","7.26375","","49","","","","",""
"24474264","2003594","1003","0.0","","49","0.0","0.0","0.0","",""
"24473884","2003594","1087","6.641","8","1","4.64","10.5","5.08","","2021"
"24473865","2003594","1162","0.0","8","1","0.0","0.0","0.0","","2021"
"24473861","2003594","1093","6.341","8","1","1.83","12.0","5.205","","2021"
"24473872","2003594","1175","0.00925","8","1","0.0","0.011","0.0105","","2021"
"24473862","2003594","1095","0.0412","8","1","0.032","0.0519","0.04","","2021"
"24473857","2003594","1089","0.1257","8","1","0.0859","0.192","0.1135","","2021"
"24473876","2003594","1004","0.3375","8","1","0.16","0.86","0.28","","2021"
"24474272","2003595","1005","9.1021875","","49","","","","",""
"24474271","2003595","1003","0.5703125","","49","0.4375","0.6875","0.5625","",""
"24473893","2003595","1162","24.14","8","1","17.8","37.6","22.7","","2021"
"24473889","2003595","1093","1.031","8","1","0.498","2.24","0.914","","2021"
"24473885","2003595","1089","0.01529","8","1","0.0","0.064","0.0","","2021"
"24473900","2003595","1175","0.022","8","1","0.013","0.03","0.0235","","2021"
"24473912","2003595","1087","8.879","8","1","6.73","10.7","9.3","","2021"
"24473904","2003595","1004","0.2669","8","1","0.12","0.605","0.21","","2021"
"24473890","2003595","1095","0.02739","8","1","0.0191","0.034","0.0283","","2021"
"24474279","2003596","1005","4.320625","","49","","","","",""
"24474278","2003596","1003","0.859375","","49","0.6875","0.9375","0.875","",""
"24473806","2003596","1095","0.104","8","1","0.0851","0.114","0.108","","2021"
"24473801","2003596","1089","0.2988","8","1","0.207","0.44","0.297","","2021"
"24473809","2003596","1162","49.8","8","1","36.3","75.2","44.35","","2021"
"24473816","2003596","1175","0.07613","8","1","0.053","0.117","0.068","","2021"
"24473828","2003596","1087","9.744","8","1","7.61","16.4","8.79","","2021"
"24473805","2003596","1093","235.6","8","1","149.0","276.0","237.0","","2021"
"24473820","2003596","1004","0.2875","8","1","0.17","0.57","0.26","","2021"
"24474286","2003597","1005","10.0124","","49","","","","",""
"24474285","2003597","1003","0.8125","","49","0.6875","0.875","0.84375","",""
"24473848","2003597","1004","0.3563","8","1","0.12","0.7","0.335","","2021"
"24473829","2003597","1089","0.07061","8","1","0.0573","0.0835","0.07275","","2021"
"24473837","2003597","1162","30.54","8","1","24.8","38.6","28.95","","2021"
"24473833","2003597","1093","0.075","8","1","0.0","0.6","0.0","","2021"
"24473856","2003597","1087","9.288","8","1","7.36","11.8","8.99","","2021"
"24473844","2003597","1175","0.04113","8","1","0.036","0.048","0.04","","2021"
"24473834","2003597","1095","0.03206","8","1","0.0294","0.0374","0.0309","","2021"
"24474293","2003598","1005","4.6583","","49","","","","",""
"24474292","2003598","1003","2.75","","49","2.0625","4.125","2.53125","",""
"24473774","2003598","1175","0.09692","6","1","0.067","0.133","0.08625","",""
"24473767","2003598","1004","0.3117","6","1","0.2","0.39","0.33","",""
"24473762","2003598","1095","0.3888","6","1","0.302","0.566","0.3628","",""
"24473757","2003598","1089","0.139","6","1","0.0","0.45","0.0","",""
"24473761","2003598","1093","5.312","6","1","4.03","6.26","5.47","",""
"24473778","2003598","1087","3.235","6","1","0.0","8.56","1.825","",""
"24474300","2003599","1005","8.50065","","49","","","","",""
"24474299","2003599","1003","2.40625","","49","1.8125","3.125","2.3125","",""
"24473783","2003599","1093","0.7713","8","1","0.0","3.28","0.0","",""
"24473789","2003599","1004","0.3075","8","1","0.13","0.44","0.33","",""
"24473800","2003599","1087","0.0","8","1","0.0","0.0","0.0","",""
"24473779","2003599","1089","0.3381","8","1","0.303","0.384","0.3285","",""
"24473784","2003599","1095","0.6254","8","1","0.472","0.86","0.5865","",""
"24473796","2003599","1175","0.1188","8","1","0.069","0.18","0.121","",""
"24474307","2003600","1005","8.141425","","49","","","","",""
"24474306","2003600","1003","2.416875","","49","2.125","2.9375","2.375","",""
"24473734","2003600","1087","1.432","6","1","0.0","3.29","1.3","","2021"
"24473713","2003600","1089","1.275","6","1","0.478","1.92","1.295","","2021"
"24473730","2003600","1175","0.1188","6","1","0.096","0.143","0.118","","2021"
"24473718","2003600","1095","0.4815","6","1","0.432","0.627","0.453","","2021"
"24473723","2003600","1004","0.245","6","1","0.16","0.35","0.245","","2021"
"24473717","2003600","1093","0.4167","6","1","0.0","2.5","0.0","","2021"
"24474314","2003601","1005","4.01455","","49","","","","",""
"24474313","2003601","1003","3.09375","","49","2.5","4.0","2.90625","",""
"24473752","2003601","1175","0.1125","6","1","0.079","0.137","0.1215","",""
"24473756","2003601","1087","4.105","6","1","0.0","19.6","0.0","",""
"24473745","2003601","1004","0.1967","6","1","0.08","0.29","0.235","",""
"24473735","2003601","1089","0.3115","6","1","0.0","0.886","0.2835","",""
"24473739","2003601","1093","4.572","6","1","3.15","6.42","4.21","",""
"24473740","2003601","1095","0.5123","6","1","0.35","0.757","0.459","",""
"24474321","2003602","1005","6.604375","","49","","","","",""
"24474320","2003602","1003","2.203125","","49","1.1875","2.8125","2.5","",""
"24473669","2003602","1089","0.2089","8","1","0.0","0.419","0.2905","",""
"24473690","2003602","1087","0.0","8","1","0.0","0.0","0.0","",""
"24473679","2003602","1004","0.265","8","1","0.08","0.44","0.265","",""
"24473673","2003602","1093","0.345","8","1","0.0","2.76","0.0","",""
"24473674","2003602","1095","0.7629","8","1","0.398","1.1","0.8095","",""
"24473686","2003602","1175","0.071","8","1","0.046","0.101","0.0735","",""
"24474328","2003603","1005","6.7593","","49","","","","",""
"24474327","2003603","1003","2.18","","49","1.9375","2.875","2.09375","",""
"24473696","2003603","1095","0.4978","8","1","0.335","0.818","0.4545","",""
"24473701","2003603","1004","0.4494","8","1","0.31","0.62","0.425","",""
"24473695","2003603","1093","0.8913","8","1","0.0","4.57","0.0","",""
"24473712","2003603","1087","0.4325","8","1","0.0","3.46","0.0","",""
"24473691","2003603","1089","0.7388","8","1","0.352","1.26","0.704","",""
"24473708","2003603","1175","0.1054","8","1","0.088","0.152","0.0995","",""
"24474335","2003604","1005","5.7637","","49","","","","",""
"24474334","2003604","1003","3.5","","49","2.6875","4.875","3.15625","",""
"24473647","2003604","1089","0.486","8","1","0.129","1.02","0.357","",""
"24473664","2003604","1175","0.1023","8","1","0.069","0.133","0.103","",""
"24473668","2003604","1087","0.0","8","1","0.0","0.0","0.0","",""
"24473651","2003604","1093","0.0","8","1","0.0","0.0","0.0","",""
"24473652","2003604","1095","0.8573","8","1","0.495","1.4","0.739","",""
"24473657","2003604","1004","0.24","5","1","0.1","0.42","0.21","",""
"27790248","2257044","1005","2.996125","","49","","","","",""
"27790247","2257044","1003","2.776875","","49","2.5625","3.375","2.6875","",""
"27790155","2257044","1079","0.0","7","1","0.0","0.0","0.0","","2021"
"27790191","2257044","1004","1.957","7","1","1.4","2.88","1.94","","2021"
"27790166","2257044","1089","0.3666","14","1","0.31","0.6","0.329","","2021"
"27790164","2257044","1087","154.8","14","1","138.0","188.0","148.0","","2021"
"27790149","2257044","1175","0.03643","7","1","0.032","0.052","0.035","","2021"
"27790152","2257044","1178","1.327","14","1","0.759","5.395","1.002","","2021"
"27790174","2257044","1093","39.44","14","1","35.4","44.6","39.3","","2021"
"27790176","2257044","1095","0.2636","14","1","0.242","0.309","0.2585","","2021"
"27790254","2257045","1005","0.67075","","49","","","","",""
"27790253","2257045","1003","0.65625","","49","0.4375","1.5","0.53125","",""
"27790204","2257045","1178","0.4492","10","1","0.0","3.588","0.0","","2021"
"27790215","2257045","1089","0.1247","14","1","0.0","0.368","0.07575","","2021"
"27790201","2257045","1175","0.0","8","1","0.0","0.0","0.0","","2021"
"27790224","2257045","1093","59.22","14","1","1.03","78.1","63.3","","2021"
"27790227","2257045","1095","0.07661","14","1","0.0511","0.181","0.05675","","2021"
"27790240","2257045","1004","1.558","8","1","1.15","1.98","1.505","","2021"
"27790207","2257045","1079","0.0","8","1","0.0","0.0","0.0","","2021"
"27790214","2257045","1087","157.5","14","1","8.71","225.0","202.5","","2021"
"27790260","2257046","1005","5.100325","","49","","","","",""
"27790259","2257046","1003","0.796875","","49","0.375","1.1875","0.84375","",""
"27790098","2257046","1178","0.5064","14","1","0.0","0.89","0.6148","","2021"
"27790109","2257046","1089","0.2612","16","1","0.0","0.592","0.219","","2021"
"27790108","2257046","1087","148.5","16","1","48.0","300.0","146.3","","2021"
"27790095","2257046","1175","0.0065","8","1","0.0","0.015","0.0055","","2021"
"27790136","2257046","1004","2.749","8","1","0.22","4.68","2.645","","2021"
"27790120","2257046","1095","0.09062","16","1","0.0","0.242","0.07305","","2021"
"27790101","2257046","1079","0.0","8","1","0.0","0.0","0.0","","2021"
"27790118","2257046","1093","41.98","16","1","32.1","57.45","40.45","","2021"
"27791508","2258586","1005","10.26755","","49","","","","",""
"27791507","2258586","1003","0.94125","","49","0.6875","1.25","0.9375","",""
"27791398","2258586","1087","30.48","8","1","25.3","34.0","30.95","","2021"
"27791394","2258586","1175","0.1456","8","1","0.1","0.198","0.1415","","2021"
"27791382","2258586","1093","86.65","8","1","16.9","144.0","84.55","","2021"
"27791378","2258586","1089","0.1504","8","1","0.0","0.4775","0.0","","2021"
"27791383","2258586","1095","0.2364","8","1","0.114","0.417","0.209","","2021"
"27791386","2258586","1004","0.3506","8","1","0.0","1.79","0.2125","","2021"
"27791393","2258586","1079","3.095","8","1","2.74","3.37","3.095","","2021"
"27791512","2258587","1005","9.0787","","49","","","","",""
"27791511","2258587","1003","0.805","","49","0.625","1.125","0.8125","",""
"27791407","2258587","1004","0.1375","8","1","0.0","0.37","0.105","","2021"
"27791414","2258587","1079","2.694","8","1","2.59","2.825","2.665","","2021"
"27791399","2258587","1089","0.088","8","1","0.0","0.436","0.0","","2021"
"27791404","2258587","1095","0.1597","8","1","0.0812","0.249","0.155","","2021"
"27791419","2258587","1087","42.23","8","1","36.0","50.15","41.9","","2021"
"27791403","2258587","1093","62.66","8","1","23.1","126.0","60.55","","2021"
"27791415","2258587","1175","0.1146","8","1","0.073","0.143","0.1205","","2021"
"27791516","2258588","1005","4.7781","","49","","","","",""
"27791515","2258588","1003","0.715","","49","0.625","0.8125","0.71875","",""
"27791480","2258588","1175","0.2468","8","1","0.2125","0.278","0.2425","","2021"
"27791467","2258588","1093","0.0","8","1","0.0","0.0","0.0","","2021"
"27791468","2258588","1095","0.1256","8","1","0.0742","0.171","0.1198","","2021"
"27791484","2258588","1087","7.496","8","1","4.45","10.5","7.925","","2021"
"27791463","2258588","1089","0.1861","8","1","0.0","0.326","0.2708","","2021"
"27791472","2258588","1004","0.1063","8","1","0.0","0.48","0.0","","2021"
"27791479","2258588","1079","0.9419","8","1","0.831","1.1","0.917","","2021"
"27791471","2258588","1162","99.51","8","1","70.35","138.0","96.23","","2021"
"27791520","2258589","1005","6.601725","","49","","","","",""
"27791519","2258589","1003","0.819375","","49","0.75","1.125","0.75","",""
"27791490","2258589","1095","0.193","9","1","0.125","0.341","0.157","","2021"
"27791506","2258589","1087","6.686","9","1","5.22","8.41","6.685","","2021"
"27791501","2258589","1079","1.071","9","1","0.0","1.95","1.09","","2021"
"27791494","2258589","1004","0.1211","9","1","0.0","0.32","0.09","","2021"
"27791502","2258589","1175","0.2918","9","1","0.172","0.515","0.26","","2021"
"27791485","2258589","1089","0.3596","9","1","0.284","0.524","0.345","","2021"
"27791493","2258589","1162","138.8","9","1","114.5","203.0","130.5","","2021"
"27791489","2258589","1093","0.0","9","1","0.0","0.0","0.0","","2021"
"27791524","2258590","1005","6.653175","","49","","","","",""
"27791523","2258590","1003","0.895625","","49","0.625","1.625","0.8125","",""
"27791437","2258590","1175","0.3027","9","1","0.238","0.505","0.2785","","2021"
"27791420","2258590","1089","0.3533","9","1","0.257","0.446","0.353","","2021"
"27791441","2258590","1087","6.361","9","1","5.3","7.1","6.33","","2021"
"27791436","2258590","1079","1.158","9","1","0.934","1.39","1.17","","2021"
"27791425","2258590","1095","0.2023","9","1","0.123","0.3255","0.194","","2021"
"27791428","2258590","1162","141.7","9","1","116.0","220.5","130.0","","2021"
"27791424","2258590","1093","0.0","9","1","0.0","0.0","0.0","","2021"
"27791429","2258590","1004","0.1256","9","1","0.0","0.33","0.11","","2021"
"27791528","2258591","1005","6.703125","","49","","","","",""
"27791527","2258591","1003","0.881875","","49","0.6875","1.375","0.875","",""
"27791450","2258591","1162","158.3","9","1","139.0","210.0","148.5","","2021"
"27791462","2258591","1087","4.899","9","1","3.72","6.08","5.1","","2021"
"27791446","2258591","1093","0.0","9","1","0.0","0.0","0.0","","2021"
"27791458","2258591","1079","0.9674","9","1","0.0","1.81","0.944","","2021"
"27791459","2258591","1175","0.3324","9","1","0.262","0.645","0.296","","2021"
"27791447","2258591","1095","0.2422","9","1","0.162","0.376","0.218","","2021"
"27791442","2258591","1089","0.3652","9","1","0.245","0.722","0.32","","2021"
"27791451","2258591","1004","0.1556","9","1","0.0","0.42","0.14","","2021"
"27793268","2259792","1005","4.811522","","49","","","","",""
"27793267","2259792","1003","3.464978","","49","3.2538","3.7642","3.4133","",""
"27793157","2259792","1093","92.49","8","1","37.9","210.0","88.35","","2021"
"27793153","2259792","1089","0.01325","8","1","0.0","0.106","0.0","","2021"
"27793168","2259792","1175","0.03931","8","1","0.033","0.046","0.03875","","2021"
"27793188","2259792","1087","120.1","8","1","109.0","160.0","115.8","","2021"
"27793158","2259792","1095","0.4263","8","1","0.379","0.578","0.408","","2021"
"27793176","2259792","1004","1.081","8","1","0.84","1.39","1.1","","2021"
"27793275","2259793","1005","5.574928","","49","","","","",""
"27793274","2259793","1003","3.824172","","49","3.1262","5.0402","3.58875","",""
"27793213","2259793","1004","4.484","8","1","3.66","5.66","4.515","","2021"
"27793193","2259793","1093","41.78","8","1","36.45","55.0","39.73","","2021"
"27793189","2259793","1089","0.0","8","1","0.0","0.0","0.0","","2021"
"27793204","2259793","1175","0.04506","8","1","0.0325","0.07","0.0435","","2021"
"27793225","2259793","1087","126.8","8","1","101.0","163.0","120.8","","2021"
"27793194","2259793","1095","0.4283","8","1","0.3165","0.581","0.4005","","2021"
"27793283","2259794","1005","4.75402","","49","","","","",""
"27793282","2259794","1003","8.77888","","49","4.2108","9.889","9.3467","",""
"27793079","2259794","1095","0.473","8","1","0.408","0.58","0.4513","","2021"
"27793110","2259794","1087","110.9","8","1","97.4","161.0","105.0","","2021"
"27793089","2259794","1175","0.04394","8","1","0.03","0.055","0.044","","2021"
"27793098","2259794","1004","4.394","8","1","3.63","5.49","4.365","","2021"
"27793078","2259794","1093","33.76","8","1","28.9","49.1","32.0","","2021"
"27793074","2259794","1089","0.0","8","1","0.0","0.0","0.0","","2021"
"27793291","2259795","1005","4.33188","","49","","","","",""
"27793290","2259795","1003","30.13912","","49","27.8168","31.9319","30.4326","",""
"27793111","2259795","1089","0.1405","8","1","0.1095","0.236","0.1308","","2021"
"27793126","2259795","1175","0.02294","8","1","0.0","0.04","0.02725","","2021"
"27793115","2259795","1093","1046.0","8","1","778.0","1525.0","943.5","","2021"
"27793116","2259795","1095","4.623","8","1","4.11","5.2","4.645","","2021"
"27793152","2259795","1087","950.4","8","1","874.5","1075.0","948.5","","2021"
"27793138","2259795","1004","29.5","8","1","24.36","31.89","29.9","","2021"
"27793299","2259796","1005","5.58318","","49","","","","",""
"27793298","2259796","1003","19.70782","","49","16.9708","23.1594","19.44624","",""
"27793266","2259796","1087","371.1","8","1","206.5","515.0","425.3","","2021"
"27793230","2259796","1093","1034.0","8","1","715.0","1330.0","1046.0","","2021"
"27793241","2259796","1175","0.03831","8","1","0.028","0.055","0.0365","","2021"
"27793231","2259796","1095","2.353","8","1","1.51","3.05","2.595","","2021"
"27793226","2259796","1089","0.0675","8","1","0.0","0.191","0.051","","2021"
"27793253","2259796","1004","19.08","8","1","14.85","26.98","19.03","","2021"
"27793983","2261420","1005","16.24925","","49","","","","",""
"27793982","2261420","1003","26.24375","","49","21.875","30.125","26.53125","",""
"27793937","2261420","1093","0.8944","8","1","0.0","4.48","0.0","","2021"
"27793933","2261420","1089","3.225","8","1","2.705","3.83","3.225","","2021"
"27793949","2261420","1079","9.266","8","1","7.69","12.1","9.125","","2021"
"27793941","2261420","1004","50.23","8","1","44.04","55.79","51.17","","2021"
"27793938","2261420","1095","2.795","8","1","2.405","3.32","2.75","","2021"
"27793954","2261420","1087","232.3","8","1","204.0","260.0","226.0","","2021"
"27793950","2261420","1175","0.09988","8","1","0.073","0.1215","0.101","","2021"
"27793987","2261421","1005","69.91725","","49","","","","",""
"27793986","2261421","1003","13.16875","","49","10.125","15.0625","13.34375","",""
"27793959","2261421","1093","3.619","8","1","0.0","28.95","0.0","","2021"
"27793955","2261421","1089","3.997","8","1","3.535","4.45","4.085","","2021"
"27793960","2261421","1095","2.754","8","1","2.52","3.08","2.718","","2021"
"27793980","2261421","1079","10.5","8","1","8.75","18.6","9.545","","2021"
"27793970","2261421","1175","0.1476","8","1","0.11","0.31","0.1273","","2021"
"27793981","2261421","1087","42.81","8","1","35.3","57.55","40.95","","2021"
"27793975","2261421","1004","6.309","8","1","2.59","7.51","6.75","","2021"
"27793991","2261422","1005","79.9422","","49","","","","",""
"27793990","2261422","1003","8.1125","","49","0.0","10.125","9.14375","",""
"27793932","2261422","1087","44.12","8","1","0.0","101.0","42.65","","2021"
